,Cell_1,Cell_2,Cell_3,Cell_4,Cell_5,Cell_6,Cell_7,Cell_8,Cell_9,Cell_10,Cell_11,Cell_12,Cell_13,Cell_14,Cell_15,Cell_16,Cell_17,Cell_18,Cell_19,Cell_20,Cell_21,Cell_22,Cell_23,Cell_24,Cell_25,Cell_26,Cell_27,Cell_28,Cell_29,Cell_30
ACADS,502.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,88.0,500.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACADSB,0.0,0.0,3203.0,961.0,179.0,2568.0,279.0,0.0,0.0,2511.0,79.0,0.0,0.0,0.0,32.0,0.0,6348.0,66.0,1.0,0.0,4411.0,0.0,11.0,5.0,0.0,118.0,1698.0,0.0,1465.0,2104.0
ACADVL,0.0,0.0,1883.0,605.0,13.0,18.0,233.0,0.0,10.0,56.0,942.0,319.0,446.0,253.0,261.0,5.0,9755.0,17.0,0.0,413.0,767.0,142.0,3129.0,11.0,736.0,214.0,1180.0,0.0,1934.0,0.0
ACAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACAP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACAP2,0.0,371.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,98.0,374.0,0.0,976.0,920.0,1.0,5.0,0.0,0.0,927.0,67.0,419.0,2.0,96.0,8.0,0.0,996.0,0.0,0.0,768.0,1007.0
ACAP3,0.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,4.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,45.0,0.0,0.0,714.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0
ACAT1,0.0,756.0,2222.0,731.0,327.0,0.0,1606.0,0.0,444.0,4250.0,3463.0,1364.0,2.0,0.0,0.0,0.0,16938.0,72.0,566.0,30.0,11191.0,789.0,2625.0,1.0,4.0,1071.0,4314.0,0.0,7256.0,6630.0
ACAT2,3803.0,21.0,11700.0,12040.0,1170.0,0.0,2600.0,377.0,0.0,16986.0,9842.0,1371.0,6675.0,1.0,657.0,340.0,30143.0,1217.0,451.0,87.0,26626.0,1999.0,4028.0,24531.0,4869.0,5660.0,16339.0,3022.0,10327.0,7874.0
ACBD3,0.0,4.0,1189.0,0.0,371.0,25.0,1.0,139.0,0.0,1747.0,472.0,280.0,3.0,180.0,368.0,413.0,5754.0,0.0,175.0,70.0,3733.0,332.0,279.0,531.0,0.0,1.0,0.0,1165.0,1316.0,1846.0
ACBD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACBD5,0.0,0.0,1998.0,12.0,25.0,336.0,0.0,0.0,66.0,0.0,483.0,0.0,0.0,0.0,0.0,26.0,1.0,850.0,0.0,1.0,0.0,1.0,590.0,0.0,1495.0,2.0,0.0,310.0,0.0,0.0
ACBD6,0.0,0.0,1649.0,1163.0,0.0,0.0,24.0,0.0,0.0,761.0,685.0,0.0,0.0,0.0,94.0,404.0,3244.0,0.0,0.0,12.0,0.0,140.0,0.0,1.0,0.0,0.0,871.0,0.0,0.0,24.0
ACBD7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,204.0,0.0,4.0,0.0,0.0,0.0,0.0,39.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
ACCSL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACD,964.0,0.0,0.0,174.0,3.0,0.0,459.0,854.0,0.0,1553.0,398.0,217.0,0.0,279.0,0.0,8.0,6.0,0.0,766.0,214.0,665.0,0.0,1741.0,0.0,797.0,261.0,1318.0,0.0,157.0,350.0
ACE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,95.0,0.0,129.0,232.0,127.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACE2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACER1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ACER2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,109.0,0.0,2.0,0.0,0.0,0.0,0.0,1554.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
ACER3,1.0,0.0,3468.0,0.0,0.0,0.0,73.0,0.0,0.0,4123.0,856.0,0.0,0.0,0.0,0.0,7.0,38.0,0.0,0.0,0.0,4765.0,0.0,0.0,8838.0,316.0,70.0,1301.0,0.0,496.0,3149.0
ACIN1,55.0,3.0,1004.0,1430.0,50.0,45.0,282.0,132.0,319.0,622.0,1042.0,340.0,1434.0,14.0,13.0,30.0,6477.0,709.0,511.0,293.0,3357.0,246.0,692.0,1729.0,1201.0,86.0,934.0,598.0,545.0,138.0
ACLY,1.0,1372.0,707.0,1834.0,1144.0,2489.0,877.0,224.0,4.0,27384.0,5680.0,309.0,2525.0,873.0,0.0,1073.0,16836.0,1.0,491.0,1082.0,16461.0,1582.0,3828.0,25793.0,4614.0,3627.0,7035.0,2910.0,6043.0,6208.0
ACMSD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,99.0
ACN9,0.0,1.0,3465.0,1049.0,124.0,0.0,349.0,465.0,0.0,2187.0,1845.0,585.0,5981.0,37.0,0.0,152.0,7347.0,256.0,0.0,271.0,1383.0,1.0,1766.0,0.0,740.0,1355.0,0.0,466.0,1752.0,400.0
ACO1,0.0,45.0,491.0,0.0,477.0,0.0,273.0,424.0,0.0,1427.0,0.0,0.0,4.0,17.0,0.0,0.0,0.0,74.0,0.0,0.0,1514.0,0.0,108.0,2797.0,0.0,617.0,1197.0,0.0,0.0,56.0
ACO2,5622.0,696.0,1503.0,1847.0,572.0,0.0,58.0,89.0,4.0,3666.0,453.0,410.0,3930.0,0.0,37.0,374.0,5674.0,1091.0,0.0,0.0,2572.0,603.0,1007.0,0.0,2977.0,845.0,1754.0,1026.0,2517.0,1480.0
ACOT1,0.0,0.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACOT11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,142.0,989.0,500.0,3.0,385.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0
ACOT13,0.0,108.0,2156.0,2446.0,547.0,628.0,391.0,1.0,56.0,2771.0,897.0,1801.0,3613.0,288.0,52.0,15.0,3017.0,329.0,0.0,119.0,886.0,31.0,406.0,1542.0,1149.0,686.0,201.0,0.0,485.0,281.0
ACOT2,0.0,0.0,0.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACOT4,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACOT7,0.0,700.0,1476.0,2438.0,0.0,0.0,1216.0,721.0,31.0,1377.0,1938.0,47.0,1096.0,407.0,911.0,0.0,9571.0,278.0,372.0,24.0,9600.0,536.0,2223.0,2254.0,823.0,1227.0,17.0,0.0,4957.0,1475.0
ACOT8,0.0,1.0,0.0,1025.0,0.0,0.0,0.0,0.0,0.0,2282.0,61.0,119.0,2631.0,247.0,3.0,91.0,2.0,14.0,101.0,67.0,1927.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,1006.0,0.0
ACOT9,0.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,183.0,0.0,0.0,0.0,0.0,0.0,628.0,0.0,1655.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ACOX1,0.0,13.0,1414.0,710.0,0.0,0.0,77.0,762.0,0.0,1408.0,1495.0,282.0,906.0,834.0,0.0,0.0,13227.0,0.0,0.0,98.0,1240.0,662.0,1277.0,6093.0,4.0,196.0,215.0,88.0,2672.0,781.0
ACOX2,0.0,0.0,0.0,0.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACOX3,0.0,0.0,0.0,0.0,107.0,1616.0,158.0,0.0,0.0,0.0,622.0,0.0,0.0,639.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,3434.0,0.0,51.0,0.0,0.0,1300.0,636.0
ACOXL,0.0,0.0,82.0,4.0,43.0,0.0,54.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,4.0,0.0,54.0,0.0,0.0,0.0,0.0,459.0,0.0,0.0,19.0
ACP1,0.0,1059.0,10483.0,4854.0,1067.0,91.0,788.0,1929.0,81.0,7663.0,5007.0,1152.0,10951.0,78.0,628.0,440.0,16028.0,1739.0,513.0,157.0,14159.0,882.0,3041.0,11639.0,1683.0,2204.0,5794.0,2020.0,11620.0,5708.0
ACP2,0.0,0.0,3476.0,0.0,376.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
ACP5,1286.0,149.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACP6,1.0,0.0,0.0,0.0,0.0,0.0,3.0,456.0,0.0,127.0,0.0,0.0,98.0,0.0,59.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,487.0
ACPL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,419.0,0.0,0.0,133.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACPP,0.0,0.0,0.0,26.0,0.0,0.0,539.0,705.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1220.0,0.0,0.0,1.0,0.0,0.0,0.0,1215.0
ACPT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACRC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
ACRV1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508.0,0.0
ACSBG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSBG2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSF2,0.0,0.0,741.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSF3,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
ACSL1,0.0,227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSL3,0.0,489.0,3154.0,2373.0,328.0,2889.0,448.0,15.0,579.0,10126.0,1577.0,181.0,9745.0,0.0,1243.0,536.0,6655.0,390.0,459.0,146.0,4239.0,967.0,474.0,1053.0,11.0,1263.0,2080.0,0.0,2674.0,406.0
ACSL4,0.0,160.0,0.0,0.0,0.0,0.0,6.0,1059.0,11.0,2279.0,933.0,111.0,2122.0,76.0,108.0,29.0,1.0,0.0,0.0,599.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,9.0,351.0
ACSL5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSL6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
ACSM3,0.0,0.0,0.0,0.0,416.0,0.0,0.0,0.0,0.0,0.0,0.0,807.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSS2,0.0,290.0,0.0,6.0,0.0,13.0,7.0,0.0,0.0,1573.0,0.0,0.0,175.0,0.0,0.0,0.0,1092.0,1.0,0.0,77.0,2220.0,0.0,0.0,1769.0,0.0,160.0,0.0,0.0,0.0,0.0
ACTA1,0.0,0.0,1.0,3.0,0.0,0.0,3.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,27.0,0.0,0.0,0.0,4.0,3.0,0.0,25.0,1.0,3.0,5.0,0.0,5.0,1.0
ACTA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTB,99367.0,29539.0,211224.0,185343.0,36308.0,23268.0,92667.0,20245.0,9774.0,541459.0,157077.0,16595.0,240309.0,36508.0,25375.0,30113.0,1003058.0,42411.0,29301.0,19883.0,780678.0,49682.0,198107.0,646542.0,68695.0,113030.0,469783.0,47075.0,445879.0,289122.0
ACTBL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTC1,0.0,0.0,1274.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2310.0,0.0,0.0,0.0,2394.0,0.0,10817.0,0.0,1.0,0.0,0.0,0.0,9394.0,0.0
ACTG1,26298.0,20478.0,8194.0,3123.0,23978.0,14345.0,16337.0,8622.0,5112.0,12131.0,24885.0,8058.0,150740.0,15568.0,10466.0,11195.0,113071.0,35341.0,3391.0,2122.0,44137.0,10215.0,21150.0,12114.0,6338.0,18103.0,7716.0,14579.0,63108.0,43348.0
ACTG1P4,15.0,16.0,12.0,0.0,49.0,22.0,19.0,7.0,3.0,34.0,42.0,11.0,208.0,18.0,13.0,19.0,159.0,67.0,0.0,5.0,69.0,17.0,42.0,37.0,7.0,18.0,13.0,16.0,94.0,67.0
ACTG2,0.0,0.0,0.0,0.0,1.0,0.0,57.0,0.0,0.0,1313.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,16.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,4.0,2.0
ACTL6A,7914.0,0.0,4197.0,2768.0,381.0,0.0,673.0,779.0,0.0,3408.0,1405.0,0.0,2092.0,798.0,166.0,616.0,5208.0,691.0,136.0,173.0,4526.0,574.0,202.0,24.0,630.0,116.0,1694.0,0.0,5604.0,4454.0
ACTL9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTN1,0.0,985.0,478.0,1431.0,0.0,0.0,685.0,1231.0,193.0,5062.0,2486.0,157.0,2035.0,966.0,498.0,433.0,21371.0,19.0,1442.0,293.0,9236.0,494.0,5336.0,4912.0,2504.0,3942.0,4629.0,0.0,3695.0,1296.0
ACTN3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,796.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTN4,178.0,166.0,195.0,19.0,138.0,250.0,142.0,786.0,53.0,529.0,255.0,260.0,1549.0,138.0,1.0,607.0,3410.0,132.0,737.0,510.0,1325.0,73.0,2759.0,4484.0,987.0,146.0,1299.0,121.0,1423.0,78.0
ACTR10,0.0,0.0,0.0,3644.0,392.0,40.0,275.0,448.0,0.0,0.0,859.0,39.0,42.0,55.0,135.0,198.0,3027.0,242.0,0.0,4.0,39.0,1066.0,1058.0,0.0,1584.0,162.0,2365.0,348.0,0.0,250.0
ACTR1A,0.0,400.0,2309.0,1469.0,169.0,942.0,518.0,223.0,470.0,6482.0,1233.0,16.0,3121.0,304.0,3.0,5.0,10076.0,0.0,383.0,83.0,10830.0,265.0,1034.0,9266.0,1246.0,1055.0,5919.0,131.0,8192.0,1741.0
ACTR1B,0.0,0.0,0.0,0.0,318.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,18.0,0.0,0.0,88.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0
ACTR2,0.0,91.0,5290.0,0.0,693.0,1.0,479.0,68.0,582.0,571.0,1683.0,501.0,2554.0,35.0,0.0,15.0,7325.0,895.0,12.0,115.0,3206.0,64.0,1921.0,1363.0,56.0,1399.0,1640.0,93.0,1435.0,494.0
ACTR3,0.0,32.0,2823.0,3521.0,1061.0,113.0,769.0,23.0,137.0,1598.0,3124.0,446.0,8212.0,44.0,98.0,779.0,10999.0,1442.0,305.0,1068.0,2595.0,1292.0,491.0,1326.0,1802.0,2541.0,211.0,0.0,987.0,3213.0
ACTR3B,0.0,48.0,60.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,235.0,247.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
ACTR3C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTR5,0.0,0.0,0.0,0.0,0.0,0.0,133.0,0.0,1.0,0.0,683.0,0.0,0.0,333.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,14.0,0.0,0.0,794.0,1344.0,0.0,0.0,22.0
ACTR6,0.0,0.0,5792.0,1.0,6.0,278.0,1356.0,744.0,0.0,3750.0,1196.0,863.0,0.0,1066.0,1180.0,0.0,3270.0,365.0,0.0,571.0,5189.0,375.0,696.0,10768.0,0.0,2524.0,3353.0,468.0,5240.0,7712.0
ACTR8,66.0,2.0,0.0,100.0,0.0,0.0,53.0,0.0,0.0,1.0,1661.0,124.0,6171.0,715.0,0.0,0.0,3908.0,956.0,167.0,1.0,842.0,12.0,0.0,0.0,0.0,630.0,0.0,0.0,65.0,0.0
ACTRT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTRT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,740.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,397.0
ACVR1,0.0,907.0,543.0,0.0,0.0,0.0,0.0,0.0,110.0,1473.0,122.0,622.0,986.0,0.0,0.0,0.0,5930.0,0.0,0.0,196.0,0.0,92.0,338.0,72.0,0.0,0.0,1.0,0.0,679.0,1782.0
ACVR1B,0.0,69.0,0.0,1191.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,0.0,351.0,3349.0,0.0,24.0,5.0,0.0,12.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0
ACVR1C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACVR2A,0.0,637.0,414.0,3208.0,772.0,0.0,0.0,0.0,15.0,1643.0,829.0,4.0,91.0,0.0,0.0,170.0,10722.0,0.0,0.0,1.0,8527.0,526.0,148.0,0.0,0.0,770.0,1.0,0.0,1560.0,0.0
ACVR2B,0.0,559.0,522.0,0.0,125.0,1.0,127.0,771.0,27.0,3333.0,1013.0,123.0,86.0,974.0,1496.0,15.0,3850.0,225.0,1281.0,202.0,0.0,314.0,231.0,1996.0,56.0,40.0,929.0,519.0,1620.0,677.0
ACVR2B-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACY1,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,10.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
ACYP1,0.0,0.0,1249.0,665.0,28.0,0.0,129.0,251.0,0.0,2374.0,1299.0,0.0,0.0,0.0,0.0,0.0,4316.0,0.0,0.0,198.0,0.0,34.0,446.0,631.0,235.0,532.0,0.0,16.0,1116.0,920.0
ACYP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0
ADA,0.0,0.0,1251.0,0.0,0.0,0.0,152.0,12.0,0.0,0.0,1139.0,0.0,933.0,0.0,0.0,306.0,3417.0,0.0,0.0,0.0,0.0,19.0,2426.0,0.0,0.0,364.0,90.0,0.0,2563.0,6.0
ADAD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411.0,0.0,0.0,0.0,0.0
ADAL,0.0,299.0,275.0,100.0,12.0,0.0,0.0,0.0,0.0,46.0,0.0,82.0,0.0,0.0,849.0,2.0,28.0,0.0,0.0,107.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0
ADAM10,0.0,2.0,579.0,34.0,1452.0,0.0,90.0,0.0,0.0,2608.0,442.0,0.0,129.0,56.0,0.0,0.0,501.0,0.0,0.0,35.0,0.0,447.0,0.0,3423.0,786.0,270.0,733.0,0.0,2167.0,3154.0
ADAM11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAM12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAM15,0.0,0.0,4.0,37.0,0.0,0.0,17.0,1.0,0.0,1699.0,436.0,0.0,1.0,0.0,0.0,0.0,2038.0,0.0,0.0,66.0,412.0,3.0,3699.0,0.0,1852.0,526.0,808.0,0.0,1235.0,604.0
ADAM17,14717.0,65.0,2787.0,2864.0,559.0,744.0,208.0,195.0,1.0,2203.0,845.0,188.0,2010.0,31.0,523.0,1.0,9623.0,75.0,164.0,79.0,3866.0,217.0,117.0,1374.0,315.0,70.0,2907.0,0.0,810.0,19.0
ADAM18,0.0,0.0,0.0,1306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1032.0,0.0,422.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0
ADAM19,19624.0,3043.0,0.0,0.0,0.0,0.0,0.0,1.0,1432.0,1.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,143.0,0.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
